,question,options,correct_answer,correct_option,rationale,answer
233,18. '고객과의 계약에서 생기는 수익'에 제시되어 있는 고객과의 계약을 식별하기 위한 기준과 일치하는 내용은?,"{'A': '계약당사자들이 계약을 서면으로만 승인해야 하며, 각자의 의무를 수행하기로 확약한다.', 'B': '이전할 재화나 용역에 대한 각 당사자의 권리를 식별할 수 있다면, 재화나 용역의 대가로 받는 지급조건은 식별할 수 없어도 된다.', 'C': '계약에 상업적 실질 없이 재화나 용역을 서로 주고받을 수 있다.', 'D': '고객에게 이전할 재화나 용역에 대하여 받을 권리를 갖게 될 대가의 회수 가능성이 높다.'}",고객에게 이전할 재화나 용역에 대하여 받을 권리를 갖게 될 대가의 회수 가능성이 높다.,opt_4,"### 설명: 고객과의 계약을 식별하기 위한 기준은 국제회계기준(IFRS) 15 '고객과의 계약에서 생기는 수익'에 따라 설정됩니다. 이 기준은 계약이 유효한지, 그리고 계약에 따라 수익을 인식할 수 있는지를 평가하기 위한 조건을 명시합니다. 제시된 옵션 중에서 올바른 기준은 다음과 같습니다: 

옵션 D는 '고객에게 이전할 재화나 용역에 대하여 받을 권리를 갖게 될 대가의 회수 가능성이 높다'는 내용을 포함하고 있으며, 이는 IFRS 15에서 계약 식별의 중요한 요건 중 하나로 명확히 제시된 내용입니다. 회수 가능성이 높아야만 계약이 이행 가능하고, 수익 인식이 적절히 이루어질 수 있습니다. 따라서 이 선택지가 가장 적합합니다.

다른 선택지들을 분석하면: 
- 옵션 A는 계약의 서면 승인을 요구하지만, 실제로 계약은 구두, 묵시적 동의 등 다양한 형태로 체결될 수 있습니다. 따라서 서면 계약만을 요구하는 것은 기준에 부합하지 않습니다.
- 옵션 B는 지급 조건이 식별되지 않아도 된다고 명시하고 있으나, 지급 조건도 계약 식별의 중요한 요소로 포함되어야 합니다. 
- 옵션 C는 상업적 실질이 없는 거래를 포함하지만, IFRS 15에 따르면 계약은 반드시 상업적 실질을 가져야 합니다. 따라서 이들 선택지는 모두 부적절합니다.

결론적으로, 계약 식별 기준에 가장 부합하는 옵션은 D입니다.",opt_4
234,"19. (주)한국의 20×1년 초 재고자산은 ￦25,000이고, 당기매입액은 ￦95,000이다. (주)한국의 20×1년 말 유동비율은 120 %, 당좌비율은 70%, 유동부채는 ￦80,000일 때, 20×1년도 매출원가는? (단, 재고자산은 상품으로만 구성되어 있다)","{'A': '￦52,000', 'B': '￦64,000', 'C': '￦76,000', 'D': '￦80,000'}","￦80,000",opt_4,"### 설명: 1. 먼저 문제를 분석합니다. - 주어진 정보: 초재고 ￦25,000, 당기 매입액 ￦95,000, 유동부채 ￦80,000, 유동비율 120%, 당좌비율 70%. - 목표: 매출원가를 계산합니다. 2. 재고자산을 계산합니다. - 유동비율 공식: 유동비율 = 유동자산 / 유동부채 × 100 - 당좌비율 공식: 당좌비율 = (유동자산 - 재고자산) / 유동부채 × 100 - 두 식을 조합해 재고자산을 구합니다.   a. 유동자산 = 유동부채 × (유동비율 / 100) = ￦80,000 × (120 / 100) = ￦96,000   b. 유동자산에서 재고자산을 제외한 값은 당좌비율로 계산됩니다.      유동자산 - 재고자산 = 유동부채 × (당좌비율 / 100)        재고자산 = 유동자산 - (유동부채 × (당좌비율 / 100))        재고자산 = ￦96,000 - (￦80,000 × (70 / 100)) = ￦96,000 - ￦56,000 = ￦40,000 3. 매출원가를 구합니다. - 매출원가 공식: 매출원가 = 초재고 + 당기매입액 - 기말재고   매출원가 = ￦25,000 + ￦95,000 - ￦40,000 = ￦80,000 ### 최종답변: opt_4",opt_4
235,"20. (주)한국은 20×1년 1월 1일에 기계장치를 ￦450,000에 취득하면서 운송비와 설치비로 ￦50,000을 지출하였다. 이 기계장치는 내용연수 5년, 잔존가치 ￦0으로 정액법을 적용하여 감가상각하고 있다. 20×3년 1월 1일 사용 중이던 동 기계장치의 생산능력을 높이고 사용기간을 연장하기 위해 ￦100,000을 지출하였으며, 일상적인 수선을 위해 ￦5,000을 지출하였다. 지출의 결과로 기계장치의 내용연수는 5년에서 7년으로 연장되었으며 잔존가치는 ￦50,000으로 변경되었다. (주)한국이 20×3년도에 인식해야 할 감가상각비는? (단, 원가모형을 적용하며 손상차손은 없다)","{'A': '￦50,000', 'B': '￦60,000', 'C': '￦70,000', 'D': '￦80,000'}","￦70,000",opt_3,"### 설명: 먼저 기계장치의 취득원가는 ￦450,000이며, 운송비와 설치비 ￦50,000이 추가되었으므로 최초 총 원가는 ￦500,000입니다. 정액법으로 감가상각을 계산하므로 연간 감가상각비는 다음과 같습니다: 연간 감가상각비 = (취득원가 - 잔존가치) / 내용연수 = (￦500,000 - ￦0) / 5 = ￦100,000. 20×1년과 20×2년 동안의 감가상각비 합계는 ￦200,000입니다. 따라서, 20×3년 1월 1일 현재 장부가액은 ￦500,000 - ￦200,000 = ￦300,000입니다. 20×3년 1월 1일, 기계장치 생산능력 향상과 내용연수 연장으로 ￦100,000이 추가 지출되었습니다. 이는 자본적 지출로 간주되어 기계장치의 장부가액에 포함됩니다. 따라서, 새로운 장부가액은 ￦300,000 + ￦100,000 = ￦400,000입니다. 새로운 내용연수는 7년, 잔존가치는 ￦50,000으로 변경되었으므로, 20×3년부터의 연간 감가상각비는 다음과 같이 계산됩니다: 새로운 연간 감가상각비 = (장부가액 - 새로운 잔존가치) / 잔여 내용연수 = (￦400,000 - ￦50,000) / 5 = ￦70,000. 따라서, 20×3년도의 감가상각비는 ￦70,000입니다.### 최종답변: opt_3",opt_3
236,"1. (주)한국의 20×1년 재무상태와 재무성과 자료는 다음과 같다.

기초	기말
총자산	￦5,000,000	￦6,500,000
총부채	￦2,000,000	?
총수익	￦1,000,000
총비용	￦800,000

20×1년 기중에 ￦500,000을 유상증자하였으며, ￦100,000을 현금배당하였을 경우, 기말부채는? (단, 다른 자본항목의 변동은 없다)","{'A': '￦2,700,000', 'B': '￦2,900,000', 'C': '￦3,600,000', 'D': '￦4,300,000'}","￦2,900,000",opt_2,"### 설명: 1. 문제를 이해하기 위해 먼저 주어진 자료를 정리합니다. ""기초""와 ""기말""의 자산, 부채, 자본의 관계를 이용하여 총부채를 계산합니다. 자산 = 부채 + 자본이므로, 기초와 기말의 자산 부채 자본의 변동 내역을 계산합니다.

2. 기초 자본 계산: 기초 자산(￦5,000,000) - 기초 부채(￦2,000,000) = 기초 자본(￦3,000,000)

3. 당기 순이익 계산: 총수익(￦1,000,000) - 총비용(￦800,000) = 당기순이익(￦200,000)

4. 기말 자본 계산: 기초 자본(￦3,000,000) + 유상증자(￦500,000) + 당기순이익(￦200,000) - 배당금(￦100,000) = 기말 자본(￦3,600,000)

5. 기말 부채 계산: 기말 자산(￦6,500,000) - 기말 자본(￦3,600,000) = 기말 부채(￦2,900,000)

6. 따라서, 기말 부채는 ￦2,900,000입니다. ### 최종답변: ",opt_2
237,2. 주식회사 등의 외부감사에 관한 법률 상 기업의 재무제표 작성 책임이 있는 자는?,"{'A': '회사의 대표이사와 회계담당 임원(회계담당 임원이 없는 경우에는 회계업무를 집행하는 직원)', 'B': '주주 및 채권자', 'C': '공인회계사', 'D': '금융감독원'}",회사의 대표이사와 회계담당 임원(회계담당 임원이 없는 경우에는 회계업무를 집행하는 직원),opt_1,"### 설명: 주식회사 등의 외부감사에 관한 법률에 따르면, 재무제표 작성 책임은 회사의 경영진, 특히 대표이사와 회계담당 임원에게 있습니다. 이는 회사의 재무상태와 경영성과를 올바르게 반영하여 외부 이해관계자들에게 제공할 책임이 있기 때문입니다. 주주 및 채권자(B)는 재무제표의 이해관계자일 뿐 작성 책임이 없으며, 공인회계사(C)는 재무제표를 감사하는 역할을 합니다. 금융감독원(D)은 감독 기관일 뿐 재무제표 작성에 관여하지 않습니다. 따라서 정답은 A입니다. ### 최종답변: ",opt_1
238,"3. (주)한국은 20×1년 한 해 동안 영업사업부 건물의 일상적인 수선 및 유지를 위해 ￦5,300을 지출하였다. 이 중 ￦3,000은 도색비용이고 ￦2,300은 소모품 교체 비용이다. 또한, 해당 건물의 승강기 설치에 ￦6,400을 지출하였으며 새로운 비품을 ￦9,300에 구입하였다. 위의 거래 중 20×1년 12월 31일 재무상태표에 자산으로 기록할 수 있는 지출의 총액은?","{'A': '￦11,700', 'B': '￦15,700', 'C': '￦18,000', 'D': '￦21,000'}","￦15,700",opt_2,"### 설명: 
이 문제에서 우리는 회사의 지출 중에서 자산으로 기록할 수 있는 금액을 계산해야 합니다. 자산으로 기록할 수 있는 지출은 일반적으로 장기적인 효익을 제공하는 항목들에 해당하며, 이는 자본적 지출(capital expenditure)라고도 불립니다. 반대로, 일상적인 유지보수비용은 비용으로 처리됩니다.

1. **도색비용(￦3,000)**과 **소모품 교체 비용(￦2,300)**:
   - 이 비용들은 건물의 일상적인 유지 및 보수를 위한 것입니다. 이는 단기적인 지출로서 회사의 수익 창출 능력을 유지하는 데 사용되므로, 비용으로 처리됩니다. 따라서 자산으로 기록되지 않습니다.

2. **승강기 설치비용(￦6,400):**
   - 승강기 설치는 건물의 가치를 증가시키고 장기적인 효익을 제공합니다. 따라서 이는 자산으로 기록됩니다.

3. **새로운 비품 구입(￦9,300):**
   - 새로운 비품은 회사의 운영에 장기적으로 사용되며, 자산으로 기록됩니다.

이제 자산으로 기록할 수 있는 금액을 계산합니다:
   - 승강기 설치비용: ￦6,400
   - 새로운 비품 구입비용: ￦9,300
   - 합계: ￦6,400 + ￦9,300 = ￦15,700

따라서, 자산으로 기록할 수 있는 총액은 ￦15,700입니다.
### 최종답변: ### 최종답변: opt_2",opt_2
239,"4. 재무상태표에 현금및현금성자산으로 표시될 금액은? | Additional_info: ○ 수입인지 ￦50,000
○ 송금수표 ￦50,000
○ 선일자수표 ￦50,000
○ 자기앞수표 ￦100,000
○ 타인발행수표 ￦100,000
○ 당좌개설보증금 ￦100,000
○ 취득 당시 만기 120일인 양도성예금증서 ￦100,000","{'A': '￦400,000', 'B': '￦350,000', 'C': '￦300,000', 'D': '￦250,000'}","￦250,000",opt_4,"### 설명: 재무상태표에서 현금및현금성자산으로 분류되는 항목은 즉시 사용 가능하거나 유동성이 높은 항목이어야 합니다. 아래 각 항목을 검토합니다. 

1. **수입인지 (￦50,000):** 수입인지는 현금성이 없으므로 현금및현금성자산에 포함되지 않습니다.
2. **송금수표 (￦50,000):** 송금수표는 현금처럼 사용할 수 있으므로 포함됩니다.
3. **선일자수표 (￦50,000):** 선일자수표는 만기일이 되기 전까지 사용할 수 없으므로 포함되지 않습니다.
4. **자기앞수표 (￦100,000):** 자기앞수표는 즉시 사용할 수 있어 현금및현금성자산에 포함됩니다.
5. **타인발행수표 (￦100,000):** 타인발행수표도 현금성 자산으로 간주되므로 포함됩니다.
6. **당좌개설보증금 (￦100,000):** 이는 보증금 성격으로 유동성이 없으므로 포함되지 않습니다.
7. **취득 당시 만기 120일인 양도성예금증서 (￦100,000):** 현금성 자산은 통상적으로 만기가 3개월(90일) 이내여야 하므로, 이는 포함되지 않습니다.

따라서, 현금및현금성자산에 포함되는 항목은 송금수표(￦50,000), 자기앞수표(￦100,000), 타인발행수표(￦100,000)로 총 ￦250,000입니다. 

### 최종답변: D",opt_4
240,5. 주석에 관한 설명으로 옳지 않은 것은?,"{'A': '한국채택국제회계기준에서 요구하는 정보이지만 재무제표 어느 곳에도 표시되지 않는 정보를 제공한다.', 'B': '재무제표 어느 곳에도 표시되지 않지만 재무제표를 이해하는 데 목적적합한 정보를 제공한다.', 'C': '재무제표의 이해가능성과 비교가능성에 미치는 영향을 고려하여 실무적으로 적용 가능한 한 체계적인 방법으로 표시한다.', 'D': '재무제표에 첨부되는 서류로 주요 계정과목의 변동을 세부적으로 기술한 보조적 명세서이다.'}",재무제표에 첨부되는 서류로 주요 계정과목의 변동을 세부적으로 기술한 보조적 명세서이다.,opt_4,"### 설명: 주석은 재무제표의 일부로서, 재무제표에 포함된 정보를 보완하거나 추가 설명을 제공하기 위해 사용됩니다. 이는 재무제표 작성 기준(K-IFRS)에 따라 요구되는 정보 중 일부가 재무제표 본문에 포함되지 않을 경우 이를 제공하거나, 사용자가 재무제표를 더 잘 이해할 수 있도록 추가 정보를 포함합니다. A, B, C는 모두 이러한 주석의 역할과 관련하여 올바른 설명입니다. 그러나 D는 주석에 대한 부정확한 설명을 담고 있습니다. 주석은 재무제표의 첨부 서류로서 보조적 명세서를 작성하는 개념과는 다르며, 재무제표와 함께 제공되는 필수적인 정보로 간주됩니다.### 최종답변: opt_4",opt_4
241,"6. (주)한국의 20×1년 초 자본잉여금은 ￦1,000,000이다. 당기에 다음과 같은 거래가 발생하였을 때, 20×1년 말 자본잉여금은? (단, 다음 거래를 수행하는 데 충분한 계정 금액을 보유하고 있으며, 자기주식에 대하여 원가법을 적용한다) | Additional_info: ○ 2월에 1주당 액면금액이 ￦2,000인 보통주 500주를 1주당 ￦3,000에 발행하였다.
○ 3월에 주주총회에서 총액 ￦200,000의 배당을 결의하였다.
○ 4월에 자기주식 100주를 1주당 ￦2,500에 취득하였다.
○ 3월에 결의한 배당금을 4월에 현금으로 지급하였다.
○ 4월에 취득한 자기주식 40주를 9월에 1주당 ￦4,000에 처분하였다.","{'A': '￦1,000,000', 'B': '￦1,110,000', 'C': '￦1,510,000', 'D': '￦1,560,000'}","￦1,560,000",opt_4,"### 설명:
1. **초기 자본잉여금**: 주어진 문제에 따르면 20×1년 초 자본잉여금은 ￦1,000,000입니다.

2. **2월 보통주 발행**:
   - 액면금액: ￦2,000/주, 발행가: ￦3,000/주.
   - 초과발행금액(자본잉여금 증가): (￦3,000 - ￦2,000) × 500주 = ￦500,000.
   - 2월의 거래로 인해 자본잉여금이 ￦500,000 증가합니다.

3. **3월 배당 결의**:
   - 배당금은 미지급금 계정으로 처리되며, 자본잉여금에 영향을 미치지 않습니다.

4. **4월 자기주식 취득**:
   - 100주를 ￦2,500/주에 취득.
   - 자기주식 취득은 자본잉여금에 영향을 주지 않고 자기주식 계정(차감항목)으로 처리됩니다.

5. **4월 배당금 지급**:
   - 배당금 지급은 현금 계정 감소로 처리되며, 자본잉여금에 영향을 미치지 않습니다.

6. **9월 자기주식 처분**:
   - 40주를 ￦4,000/주에 처분.
   - 원가법에 따라 취득원가는 ￦2,500/주, 처분가액은 ￦4,000/주.
   - 초과 처분금액(자본잉여금 증가): (￦4,000 - ￦2,500) × 40주 = ￦60,000.

7. **20×1년 말 자본잉여금 계산**:
   - 초 자본잉여금: ￦1,000,000
   - 2월 보통주 발행으로 증가: +￦500,000
   - 9월 자기주식 처분으로 증가: +￦60,000
   - 총합: ￦1,560,000

### 최종답변: D",opt_4
242,7. 고객과의 계약으로부터 발생하는 수익에서 거래가격 산정에 대한 설명으로 옳지 않은 것은?,"{'A': '거래가격을 산정하기 위해서는 계약 조건과 기업의 사업 관행을 참고한다.', 'B': '기업에 특성이 비슷한 계약이 많은 경우에 ‘기댓값’은 변동대가(금액)의 적절한 추정치일 수 있다.', 'C': '고객과의 계약에서 약속한 대가는 고정금액, 변동금액 또는 둘 다를 포함할 수 있다.', 'D': '비현금대가의 공정가치가 대가의 형태만이 아닌 이유로 변동된다면, 변동대가 추정치의 제약규정을 적용하지 않는다.'}","비현금대가의 공정가치가 대가의 형태만이 아닌 이유로 변동된다면, 변동대가 추정치의 제약규정을 적용하지 않는다.",opt_4,"### 설명: 주어진 문제는 '고객과의 계약으로부터 발생하는 수익'과 관련하여 거래가격 산정에 대한 설명 중 옳지 않은 것을 찾는 것입니다. 수익 인식 기준(IFRS 15)을 이해해야 문제를 풀 수 있습니다. 각 선택지를 검토해 보겠습니다.  

1. A. 거래가격을 산정하기 위해 계약 조건과 기업의 사업 관행을 참고한다는 것은 IFRS 15에서 명시적으로 언급된 사항입니다. 계약 조건과 사업 관행은 계약의 특징을 이해하고 거래가격을 정확히 산정하는 데 필요한 요소입니다. 따라서 이는 옳은 설명입니다.  

2. B. 기업에 특성이 비슷한 계약이 많을 경우, '기댓값'은 변동대가(금액)의 적절한 추정치가 될 수 있다는 것은 정확합니다. 특히, 변동대가가 여러 결과를 가질 수 있는 경우, 기댓값을 사용하는 것이 일반적인 방법입니다. 따라서 이 설명도 옳습니다.  

3. C. 고객과의 계약에서 약속된 대가는 고정금액, 변동금액 또는 둘 다를 포함할 수 있다는 것은 IFRS 15에서 제시된 내용과 일치합니다. 따라서 이 설명도 옳습니다.  

4. D. 비현금대가의 공정가치가 대가의 형태만이 아닌 이유로 변동되는 경우에도 변동대가 추정치의 제약 규정은 여전히 적용됩니다. 따라서 이 설명이 옳지 않으며 문제에서 찾고자 하는 답변이 됩니다.  

결론적으로, 옳지 않은 설명은 선택지 D입니다.",opt_4
